id	Chemical_role	Chemical_role_ITA	Reg_no	Product	Company	Issue_date	Authorisation_expiry_date	Revocation_date	Authorization_status	Authorization_status_en	Revocation_reason	Revocation_decision_date	Formulation_code	Formulation_description	Formulation_use	Hazard_mention	Hazard_code	Active_ingredient	CHEBI_confidence	CHEBI_term_label	CHEBI_term	Active_ingredient_content	CH 2	CHT 2	AI 2	CH 3	CHT 3	AI 3	CH 4	CHT 4	AI 4	CH 5	CHT5	AI 5	IP	PFnPO	PFnPE
PESTON:0110096	pesticide product		10096	FITOCIL	GRIFFIN (EUROPE) S.A.	1999-07-15	2004-07-15	2003-08-31	Revocato	revoked			WP	wettable powder	W			ETHOFUMESATE|LENACIL	Medium|Medium	ethofumesate	CHEBI:81990	30	lenacil	CHEBI:6407	12												
PESTON:0110097	fungicide product	FUNGICIDA	10097	SISTERAM PB	AGRIM S.R.L.	1999-07-15	2010-12-31	2009-09-01	Revocato	revoked			WP	wettable powder	W	harmful	Xn	CYMOXANIL|COPPER OXYCHLORIDE	Medium|Medium	copper atom	CHEBI:28694	3.5	cymoxanil	CHEBI:81788	28												
PESTON:0110098	acaricide product	ACARICIDA	10098	SEPRACAR	SEPRAN S.A.S.	1999-07-15	2007-06-30	2007-06-30	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment	N	BROMOPROPILATO	Did not map	Bromopropylate		25															
PESTON:0110099	pesticide product		10099	MYRTOS READY	NUFARM ITALIA S.R.L.	1999-07-15	2004-07-15	2003-01-01	Revocato	revoked	REVOCA MANCATO ADEGUAMENTO ISCRIZIONE GLIFOSATE	2002-12-18	SL	soluble concentrate	W			GLYPHOSATE	High	glyphosate	CHEBI:27744	1															
PESTON:0110100	pesticide product		10100	ILDENAL PLUS	BAYER CROPSCIENCE S.R.L.	1999-07-23	2004-07-23	2003-07-26	Revocato	revoked	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I) INSERITO ANCHE IN REVOCA LISTA C RICLASSIFICAZIONE	1999-07-23	AE	aerosol dispenser	U			CYFLUTHRIN|PROPOXUR	Medium|Medium	cyfluthrin	CHEBI:4034	0	propoxur	CHEBI:34938	1												
PESTON:0110101	herbicide product	DISERBANTE	10101	WINSTAR	AGROWIN BIOSCIENCES S.R.L.	1999-07-23	2008-12-31	2009-01-01	Revocato	revoked			GR	granule (generic, but defined size range)	D	dangerous for environment	N	OXADIAZON	Good	Oxadiazon	CHEBI:81786	60															
PESTON:0110102	pesticide product		10102	HOPPER BIOFLUID	CORTEVA AGRISCIENCE ITALIA S.R.L.	1999-07-23	2005-12-31	2005-12-31	Revocato	revoked			SL	soluble concentrate	W			GLYPHOSATE	High	glyphosate	CHEBI:27744	31															
PESTON:0110103	pesticide product		10103	CLORSIM	SIMAR S.R.L.	1999-07-23	2004-07-23	2003-07-26	Revocato	revoked	REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I)	2002-07-30	EC	emulsifiable concentrate	W			METOLACHLOR	Good	metolachlor	CHEBI:6902	45															
PESTON:0110104	pesticide product		10104	ICO-GLIFOTER	ICO (INDUSTRIA CHIMICA ORGANICA) MASCIA S.R.L.	1999-07-23	2004-07-23	2002-07-23	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W			GLYPHOSATE|TERBUTHYLAZINE	Medium|Medium	glyphosate(1-)	CHEBI:133673	9	glyphosate	CHEBI:27744	25												
PESTON:0110105	fungicide product	FUNGICIDA	10105	RIDOMIL GOLD SL	SYNGENTA ITALIA S.P.A.	1999-07-27	2036-05-31		Autorizzato	authorised			EC	emulsifiable concentrate	W	harmful	Xn	METALAXYL-M	Good	metalaxyl-M	CHEBI:60607	43.9															
PESTON:0110106	fungicide product	FUNGICIDA	10106	RIDOMIL GOLD COMBI WP	DIACHEM S.P.A.	1999-07-27	2036-05-31		Ri-registrato	re-registered			WP	wettable powder	W	dangerous for environment|harmful	N|Xn	FOLPET|METALAXYL-M	Medium|Medium	folpet	CHEBI:82019	40	metalaxyl-M	CHEBI:60607	4.8												
PESTON:0110107	fungicide product	FUNGICIDA	10107	RIDOMIL GOLD R	SYNGENTA ITALIA S.P.A.	1999-07-27	2015-12-31	2012-06-01	Revocato	revoked			WP	wettable powder	W	dangerous for environment|harmful	N|Xn	COPPER OXYCHLORIDE|METALAXYL-M	Medium|Medium	copper atom	CHEBI:28694	40	metalaxyl-M	CHEBI:60607	2.4												
PESTON:0110108	fungicide product	FUNGICIDA	10108	STREAM  MZ	DIACHEM S.P.A.	1999-07-27	2036-05-31	2021-02-01	Revocato	revoked			WP	wettable powder	W	dangerous for environment|harmful	N|Xn	MANCOZEB|METALAXYL-M	Medium|Medium	mancozeb	CHEBI:52492	64	metalaxyl-M	CHEBI:60607	3.9												
PESTON:0110109	fungicide product	FUNGICIDA	10109	APRON XL	SYNGENTA ITALIA S.P.A.	1999-07-27	2036-05-31		Autorizzato	authorised			ES	emulsion for seed treatment	S	harmful	Xn	METALAXYL-M	Good	metalaxyl-M	CHEBI:60607	31															
PESTON:0110110	fungicide product	FUNGICIDA	10110	CELEST XL	SYNGENTA ITALIA S.P.A.	1999-07-27	2036-05-31		Ri-registrato	re-registered			FS	flowable concentrate for seed treatment	S			FLUDIOXONIL|METALAXYL-M	Medium|Medium	fludioxonil	CHEBI:81763	2.4	metalaxyl-M	CHEBI:60607	0.9												
PESTON:0110111	plant growth regulator product	FITOREGOLATORE	10111	ETEFON 40	GOWAN ITALIA S.R.L.	1999-07-27	2008-12-31	2007-08-01	Revocato	revoked			SL	soluble concentrate	W	corrosive	C	ETHEPHON		(2-chloroethyl)phosphonic acid	CHEBI:52741	39.5															
PESTON:0110112	insecticide product	INSETTICIDA	10112	KNOCK DOWN	AGRIMIX S.R.L.	1999-07-27	2008-12-31	2007-11-01	Revocato	revoked			SL	soluble concentrate	W	very toxic	T+	METHAMIDOPHOS	Good	methamidophos	CHEBI:38721	19.5															
PESTON:0110113	fungicide product	FUNGICIDA	10113	MEXIL 5G	IQV ITALIA S.R.L.	1999-07-27	2023-06-30		Autorizzato	authorised			GR	granule (generic, but defined size range)	D	irritant	Xi	METALAXYL	Good	metalaxyl	CHEBI:6790	5															
PESTON:0110114	pesticide product		10114	ALINOR DF	ITAL-AGRO S.R.L.	1999-07-30	2009-07-30	2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	WG	water dispersible granules	W			METRIBUZIN	Good	metribuzin	CHEBI:34846	35															
PESTON:0110115	pesticide product		10115	METACID L	AGRIPHAR ITALIA S.R.L.	1999-07-30	2004-07-30	2004-04-07	Revocato	revoked			AL	any other liquid	M			METALDEHYDE	Good	metaldehyde	CHEBI:81931	3															
PESTON:0110116	adjuvant product	COADIUVANTE	10116	VAPOR GARD	CBC (EUROPE) S.R.L.	1999-07-30	2015-12-31	2015-12-31	Revocato	revoked			EC	emulsifiable concentrate	W	irritant	Xi	PINOLENE	Did not map	pinolene		96															
PESTON:0110117	herbicide product	DISERBANTE	10117	STRATOS ULTRA	BASF ITALIA S.P.A.	1999-07-30	2023-05-31		Ri-registrato	re-registered			EC	emulsifiable concentrate	W	harmful	Xn	CYCLOXYDIM	Good	cycloxydim	CHEBI:4033	100.0 /l															
PESTON:0110118	fungicide product	FUNGICIDA	10118	AMISTAR	SYNGENTA ITALIA S.P.A.	1999-07-30	2024-12-31		Ri-registrato	re-registered			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment	N	AZOXYSTROBIN	Good	azoxystrobin	CHEBI:40909	23.2															
PESTON:0110119	fungicide product	FUNGICIDA	10119	EQUATION PRO	DU PONT DE NEMOURS ITALIANA S.R.L.	1999-09-02	2022-08-31		Ri-registrato	re-registered			WG	water dispersible granules	W	harmful	Xn	CYMOXANIL|FAMOXADONE	Medium|Medium	cymoxanil	CHEBI:81788	30	famoxadone	CHEBI:59340	22.5												
PESTON:0110120	fungicide product	FUNGICIDA	10120	EQUATION CONTACT	DU PONT DE NEMOURS ITALIANA S.R.L.	1999-09-02	2015-12-31	2013-03-12	Revocato	revoked			WG	water dispersible granules	W	dangerous for environment|harmful	N|Xn	MANCOZEB|FAMOXADONE	Medium|Medium	mancozeb	CHEBI:52492	62.5	famoxadone	CHEBI:59340	6.3												
PESTON:0110121	fungicide product	FUNGICIDA	10121	PREMIS DELTA	BASF ITALIA S.P.A.	1999-09-02	2009-09-02	2009-01-31	Revocato	revoked			FS	flowable concentrate for seed treatment	S	harmful	Xn	IPRODIONE|TRITICONAZOLE	Medium|Medium	iprodione	CHEBI:28909	11.5	triticonazole	CHEBI:81980	1.2												
PESTON:0110122	fungicide product	FUNGICIDA	10122	PREMIS GETA	BASF ITALIA S.P.A.	1999-09-02	2010-12-31	2011-12-31	Revocato	revoked			FS	flowable concentrate for seed treatment	S	dangerous for environment|harmful	N|Xn	GUAZATINE|TRITICONAZOLE	Medium|Medium	guazatine	CHEBI:82843	14	triticonazole	CHEBI:81980	1.7												
PESTON:0110123	fungicide product	FUNGICIDA	10123	REAL GETA	BASF ITALIA S.P.A.	1999-09-02	2011-12-31	2011-12-31	Revocato	revoked			FS	flowable concentrate for seed treatment	S	dangerous for environment|harmful	N|Xn	GUAZATINE|TRITICONAZOLE	Medium|Medium	guazatine	CHEBI:82843	11.2	triticonazole	CHEBI:81980	11.2												
PESTON:0110124	fungicide product	FUNGICIDA	10124	DIADEM	BASF ITALIA S.P.A.	1999-09-02		2015-06-01	Ri-registrato	re-registered			FS	flowable concentrate for seed treatment	S	dangerous for environment	N	TRITICONAZOLE	Good	triticonazole	CHEBI:81980	27.8															
PESTON:0110125	pesticide product		10125	ARES	NUFARM ITALIA S.R.L.	1999-09-02	2009-09-02	2004-04-01	Revocato	revoked	REVOCATO PER NON INSERIMENTO NUARIMOL ALL. I	2004-03-18	WP	wettable powder	W			NUARIMOL	Good	nuarimol	CHEBI:7645	6															
PESTON:0110126	fungicide product | nematicide product | insecticide product | herbicide product	FUNGICIDA-NEMATOCIDA-INSETTICIDA-DISERBANTE	10126	DAZOSIM	SIMAR S.R.L.	1999-09-02	2010-12-31	2011-12-01	Revocato	revoked			FU	smoke generator	F	harmful	Xn	DAZOMET	Good	dazomet	CHEBI:75212	98															
PESTON:0110127	insecticide product	INSETTICIDA	10127	DECIS JET	SBM DEVELOPPEMENT S.A.S.	1999-09-02	2021-10-31		Ri-registrato	re-registered			EC	emulsifiable concentrate	W	dangerous for environment|irritant	N|Xi	DELTAMETHRIN	Good	deltamethrin	CHEBI:4388	1.6															
PESTON:0110128	herbicide product	DISERBANTE	10128	METASIM	SIMAR S.R.L.	1999-09-02	2010-12-31		Sospeso	suspended			WG	water dispersible granules	W	harmful	Xn	METAMITRON	Good	metamitron	CHEBI:6791	70															
PESTON:0110129	fungicide product	FUNGICIDA	10129	LOTAN	SCAM S.P.A.	1999-09-02	2011-12-31	2012-07-01	Revocato	revoked			WP	wettable powder	W	dangerous for environment	N	PROCHLORAZ	Good	prochloraz	CHEBI:8434	46.1															
PESTON:0110130	pesticide product		10130	DEGRIM FL	AGRIM S.R.L.	1999-09-02	2004-09-02	2004-04-30	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W			DELTAMETHRIN	Good	deltamethrin	CHEBI:4388	2															
PESTON:0110131	herbicide product	DISERBANTE	10131	PRORICE 80 DF	ADICA S.R.L.	1999-09-02	2008-12-31	2009-03-30	Revocato	revoked			WG	water dispersible granules	W	harmful	Xn	PROPANIL	Good	propanil	CHEBI:34936	80															
PESTON:0110132	pesticide product		10132	BRAVO FINE	SYNGENTA ITALIA S.P.A.	1999-09-02	2004-09-02	2003-03-14	Revocato	revoked			WG	water dispersible granules	W			CYMOXANIL|CHLOROTHALONIL	Medium|Medium	cymoxanil	CHEBI:81788	4	chlorothalonil	CHEBI:3639	35												
PESTON:0110133	insecticide product	INSETTICIDA	10133	BRUTION GOLD	ADAMA MAKHTESHIM LTD	1999-09-02	2007-06-30	2007-06-30	Revocato	revoked			EC	emulsifiable concentrate	W	toxic	T	METIDATION		methidathion	CHEBI:34837	39.4															
PESTON:0110134	insecticide product	INSETTICIDA	10134	IRCAFEN 35	I.R.C.A. SERVICE S.P.A.	1999-09-02	2008-12-31	2007-11-25	Revocato	revoked			CS	capsule suspension	W	dangerous for environment	N	FENITROTHION	Good	fenitrothion	CHEBI:34757	35															
PESTON:0110135	fungicide product	FUNGICIDA	10135	RAMEDIT COMBI BLU	ISAGRO S.P.A.	1999-09-02	2010-12-31	2009-09-01	Revocato	revoked			WP	wettable powder	W	harmful	Xn	CYMOXANIL|COPPER OXYCHLORIDE	Medium|Medium	copper atom	CHEBI:28694	1.8	cymoxanil	CHEBI:81788	13.6												
PESTON:0110136	fungicide product	FUNGICIDA	10136	EUCRITT TRIPLO	ISAGRO S.P.A.	1999-09-02	2012-06-30	2012-07-01	Revocato	revoked			WP	wettable powder	W	dangerous for environment|irritant	N|Xi	CYMOXANIL|MANCOZEB|METALAXYL	Medium|Medium|Medium	cymoxanil	CHEBI:81788	3.2	mancozeb	CHEBI:52492	56	cymoxanil	CHEBI:81788	8									
PESTON:0110137	plant growth regulator product	FITOREGOLATORE	10137	EOS	NUFARM ITALIA S.R.L.	1999-09-02	2010-12-31	2009-09-01	Revocato	revoked			SL	soluble concentrate	W			GIBBERELLINS (A4)|GIBBERELLINS (A4+A7)	Medium|Medium	(+)-Sceletium A4	CHEBI:31020	1	Leucomycin A4	CHEBI:34814	1												
PESTON:0110138	pesticide product		10138	ARES COMBI	NUFARM ITALIA S.R.L.	1999-09-02	2009-09-02	2004-04-01	Revocato	revoked	REVOCATO PER NON INSERIMENTO NUARIMOL ALL. I; INSERITO ANCHE IN DD 31.12.2003 (REVOCA LISTA C RICLASSIFICAZIONE)	2004-03-18	WP	wettable powder	W			SULPHUR (ZOLFO)|NUARIMOL	Good|Good	elemental sulfur	CHEBI:33403	75	nuarimol	CHEBI:33403	2												
PESTON:0110139	fungicide product	FUNGICIDA	10139	PYKOS	ASCENZA ITALIA S.R.L.	1999-09-02	2021-12-31		Autorizzato	authorised			WG	water dispersible granules	W	harmful to aquatic life	H402	PENCONAZOLE	Good	penconazole	CHEBI:81970	10															
PESTON:0110140	fungicide product	FUNGICIDA	10140	FOSIM RAMATO	AGRIMIX S.R.L.	1999-09-15	2009-09-15	2007-05-01	Revocato	revoked			WP	wettable powder	W	harmful	Xn	FOSETYL-ALUMINIUM|COPPER OXYCHLORIDE	Medium|Medium	aluminium atom	CHEBI:28984	25	fosetyl	CHEBI:40926	25												
PESTON:0110141	fungicide product	FUNGICIDA	10141	SOFREVAL 80 MICRO	IQV ITALIA S.R.L.	1999-09-15	2021-12-31		Ri-registrato	re-registered			GR	granule (generic, but defined size range)	D	irritant	Xi	SULPHUR (ZOLFO)	Good	elemental sulfur	CHEBI:33403	80															
PESTON:0110142	insecticide product	INSETTICIDA	10142	VERNOIL	UPL EUROPE LTD	1999-09-15	2021-12-31		Ri-registrato	re-registered			EC	emulsifiable concentrate	W			PARAFFIN OIL/(CAS 97862-82-3)	Medium	essential oil	CHEBI:83630	96.5															
PESTON:0110143	pesticide product		10143	NEO-STOP L 500	CHIMAC-AGRIPHAR S.A.	1999-09-15	2005-12-31	2004-10-04	Revocato	revoked			AL	any other liquid	M			CHLORPROPHAM	Good	chlorpropham	CHEBI:34630	48															
PESTON:0110144	herbicide product	DISERBANTE	10144	HETERAN FL	SIPCAM S.P.A.	1999-09-15	2008-12-31	2009-01-01	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment	N	OXADIAZON	Good	Oxadiazon	CHEBI:81786	34.1															
PESTON:0110145	fungicide product	FUNGICIDA	10145	MUFAL	NEW AGRI S.R.L.	1999-09-15	2009-09-15	2007-11-01	Revocato	revoked			WP	wettable powder	W	dangerous for environment	N	PROCYMIDONE	Good	procymidone	CHEBI:8450	50															
PESTON:0110146	pesticide product		10146	XANIL 40 WDG	GRIFFIN (EUROPE) S.A.	1999-09-15	2004-09-15	2004-07-30	Revocato	revoked			WG	water dispersible granules	W			CYMOXANIL	Good	cymoxanil	CHEBI:81788	40															
PESTON:0110147	insecticide product	INSETTICIDA	10147	MALITAL N EW	ITAL-AGRO S.R.L.	1999-09-15	2008-12-31	2007-12-06	Revocato	revoked			EW	emulsion, oil in water	W	dangerous for environment	N	MALATHION	High	malathion	CHEBI:6651	40															
PESTON:0110148	fungicide product	FUNGICIDA	10148	EUCRITT RAME WG	ISAGRO S.P.A.	1999-09-15	2020-06-30	2012-07-01	Revocato	revoked			WG	water dispersible granules	W	dangerous for environment|irritant	N|Xi	COPPER OXYCHLORIDE|METALAXYL	Medium|Medium	copper atom	CHEBI:28694	40	metalaxyl	CHEBI:6790	5												
PESTON:0110149	fungicide product	FUNGICIDA	10149	MIXIDAN R	ISAGRO S.P.A.	1999-09-15	2010-12-31	2012-06-01	Revocato	revoked			WP	wettable powder	W	harmful	Xn	COPPER OXYCHLORIDE|METALAXYL	Medium|Medium	copper atom	CHEBI:28694	40	metalaxyl	CHEBI:6790	5												
PESTON:0110150	fungicide product	FUNGICIDA	10150	KENTAN 40 WG	ISAGRO S.P.A.	1999-09-15	2025-12-31		Ri-registrato	re-registered			WG	water dispersible granules	W	harmful	Xn	COPPER HYDROXIDE	Good	Copper hydroxide	CHEBI:81907	40															
PESTON:0110151	pesticide product		10151	NIVAL TRIO	BAYER CROPSCIENCE S.R.L.	1999-09-15	2009-09-15	2004-07-30	Revocato	revoked			EC	emulsifiable concentrate	W			ETHOFUMESATE|PHENMEDIPHAM|DESMEDIPHAM	Medium|Medium|Good	desmedipham	CHEBI:81733	128.0 /l	phenmedipham	CHEBI:81734	62.0 /l	copper oxide	CHEBI:134069	16.0 /l									
PESTON:0110152	pesticide product		10152	LOXIM	COMERCIAL QUIMICA MASSO' S.A.	1999-09-15	2003-05-28	2003-12-15	Revocato	revoked			EC	emulsifiable concentrate	W			DICLOFOP-METHYL	Good	diclofop-methyl	CHEBI:4510	27															
PESTON:0110153	fungicide product	FUNGICIDA	10153	BORDOVIT	MANICA S.P.A.	1999-09-15	2010-12-31	2009-12-01	Revocato	revoked			WP	wettable powder	W			BORDEAUX MIXTURE	Medium	oligomycin mixture	CHEBI:84314	25															
PESTON:0110154	fungicide product	FUNGICIDA	10154	BORDOFLOW SECTOR	MANICA S.P.A.	1999-09-15	2025-12-31		Ri-registrato	re-registered			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment	N	COPPER SULFATE	Good	copper(II) sulfate	CHEBI:23414	10															
PESTON:0110155	fungicide product	FUNGICIDA	10155	KANGY	PROCHIMAG DI MANDRIOLI GIUSEPPE	1999-09-20	2010-12-31	2010-01-01	Revocato	revoked			WP	wettable powder	W			PENCONAZOLE	Good	penconazole	CHEBI:81970	10															
PESTON:0110156	herbicide product	DISERBANTE	10156	BETAGOL COMBI	ADAMA DEUTSCHLAND GMBH	1999-09-20	2012-06-30	2012-03-01	Revocato	revoked			WP	wettable powder	W	dangerous for environment|harmful	N|Xn	ETHOFUMESATE|METAMITRON	Medium|Medium	ethofumesate	CHEBI:81990	15	metamitron	CHEBI:6791	50												
PESTON:0110157	fungicide product	FUNGICIDA	10157	KINGSTAR COMBI	PROCHIMAG DI MANDRIOLI GIUSEPPE	1999-09-20	2010-12-31	2010-01-01	Revocato	revoked			WP	wettable powder	W	irritant	Xi	SULPHUR (ZOLFO)|PENCONAZOLE	Good|Good	elemental sulfur	CHEBI:33403	40	penconazole	CHEBI:81970	1.5												
PESTON:0110158	insecticide product	INSETTICIDA	10158	PIREFLOR	COPYR S.P.A.	1999-09-20	2022-08-31		Ri-registrato	re-registered			EC	emulsifiable concentrate	W	dangerous for environment	N	PYRETHRINS	Good	pyrethrins	CHEBI:39098	2															SI
PESTON:0110159	pesticide product		10159	ANIDOD	GRIFFIN (EUROPE) S.A.	1999-09-20	2004-09-20	2004-07-30	Revocato	revoked			WG	water dispersible granules	W			DODINE		1-dodecylguanidine acetate	CHEBI:74889	40															
PESTON:0110160	herbicide product	DISERBANTE	10160	WHAM 48 FL	RICEMADEIRA COMPANY EUROPE	1999-09-20	2008-12-31	2009-03-30	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	harmful	Xn	PROPANIL	Good	propanil	CHEBI:34936	41															
PESTON:0110161	fungicide product	FUNGICIDA	10161	ORTIVA	SYNGENTA ITALIA S.P.A.	1999-09-24	2024-12-31		Ri-registrato	re-registered			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment	N	AZOXYSTROBIN	Good	azoxystrobin	CHEBI:40909	23.2															
PESTON:0110162	pesticide product		10162	BASMETRIN	ADAMA MAKHTESHIM LTD	1999-09-24	2004-04-30	2004-04-30	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W			DELTAMETHRIN	Good	deltamethrin	CHEBI:4388	1															
PESTON:0110163	herbicide product	DISERBANTE	10163	AGROCAMBA	CHEMINOVA AGRO S.A.	1999-09-24	2010-12-31	2009-01-01	Revocato	revoked			SL	soluble concentrate	W	irritant	Xi	DICAMBA	High	dicamba	CHEBI:81856	21															
PESTON:0110164	fungicide product	FUNGICIDA	10164	IMPACT 125 FL	CONSORZIO AGRARIO PROVINCIALE DI PARMA	1999-10-05	2008-12-31		Scaduto	expired			SC	suspension concentrate (= flowable concentrate)	W	harmful	Xn	FLUTRIAFOL	Good	flutriafol	CHEBI:81923	11.8													SI		
PESTON:0110165	herbicide product	DISERBANTE	10165	TORNADO COMBI	ADAMA DEUTSCHLAND GMBH	1999-10-05	2012-06-30	2012-03-01	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment	N	ETHOFUMESATE|METAMITRON	Medium|Medium	ethofumesate	CHEBI:81990	13.1	metamitron	CHEBI:6791	30.6												
PESTON:0110166	fungicide product	FUNGICIDA	10166	PRODIT	PROCHIMAG DI MANDRIOLI GIUSEPPE	1999-10-05	2011-12-31	2011-12-01	Revocato	revoked			WP	wettable powder	W	harmful	Xn	DITHIANON	Good	dithianon	CHEBI:81842	75															
PESTON:0110167	pesticide product		10167	CONCORD	ERREGI S.R.L.	1999-10-05	2004-10-05	2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	EC	emulsifiable concentrate	W			OXADIAZON	Good	Oxadiazon	CHEBI:81786	26															
PESTON:0110168	herbicide product	DISERBANTE	10168	SELECTER	WOLF ITALIA S.R.L.	1999-10-11	2010-12-31	2009-01-01	Revocato	revoked			GR	granule (generic, but defined size range)	D	irritant	Xi	DICAMBA|2,4-D	Medium|Medium	2,4-D	CHEBI:28854	0.6	dicamba	CHEBI:81856	3.6												
PESTON:0110169	fungicide product	FUNGICIDA	10169	POLVERE TIPO BORDOLESE MANNINO 20% CU	ZOLFI VENTILATI MANNINO S.P.A.	1999-10-11	2010-12-31	2009-12-01	Revocato	revoked			WP	wettable powder	W	harmful	Xn	BORDEAUX MIXTURE	Medium	oligomycin mixture	CHEBI:84314	20															
PESTON:0110170	pesticide product		10170	TROID	PROCHIMAG DI MANDRIOLI GIUSEPPE	1999-10-11	2009-10-11	2005-09-01	Revocato	revoked		1999-10-11	WP	wettable powder	W			ALPHA-CYPERMETHRIN (AKA ALPHAMETHRIN)	Medium	cypermethrin	CHEBI:4042	4.8															
PESTON:0110171	insecticide product	INSETTICIDA	10171	CLORPIRIFOS 1% RTU	I.R.C.A. SERVICE S.P.A.	1999-10-11	2008-12-31	2006-07-01	Revocato	revoked			CS	capsule suspension	W	dangerous for environment	N	CHLORPYRIFOS	High	chlorpyrifos	CHEBI:34631	1															
PESTON:0110172	pesticide product		10172	EVEREST	ROCCA FRUTTA S.R.L.	1999-10-11	2009-10-11	2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	SL	soluble concentrate	W			GIBBERELLINS (A4+A7)	Good	gibberellin A3	CHEBI:28833	1															
PESTON:0110173	pesticide product		10173	VARADERO	ROCCA FRUTTA S.R.L.	1999-10-11	2004-10-11	2004-10-01	Revocato	revoked	REVOCA NON CONFORMITA' DM 16.10.04 (ISCRIZIONE PROPIZAMIDE)	2004-09-29	SC	suspension concentrate (= flowable concentrate)	W			PROPYZAMIDE	Good	propyzamide	CHEBI:34935	36															
PESTON:0110174	fungicide product	FUNGICIDA	10174	KASKO MZ	IQV ITALIA S.R.L.	1999-10-11	2023-06-30	2021-02-01	Revocato	revoked			WP	wettable powder	W	dangerous for environment|harmful	N|Xn	MANCOZEB|METALAXYL	Medium|Medium	mancozeb	CHEBI:52492	64	metalaxyl	CHEBI:6790	8												
PESTON:0110175	fungicide product	FUNGICIDA	10175	SPORAMIL R FLOW	IQV ITALIA S.R.L.	1999-10-11	2025-12-31		Ri-registrato	re-registered			SC	suspension concentrate (= flowable concentrate)	W	toxic	T	COPPER HYDROXIDE|METALAXYL	Medium|Medium	copper atom	CHEBI:28694	18.5	Copper hydroxide	CHEBI:81907	3.5												
PESTON:0110176	plant growth regulator product	FITOREGOLATORE	10176	BIOGIB FORTE	INTERTEC S.R.L.	1999-10-11	2010-12-31	2009-09-01	Revocato	revoked			SP	water soluble powder	W			GIBBERELLIC ACID	High	Gibberellic acid	CHEBI:86644	9															
PESTON:0110177	herbicide product	DISERBANTE	10177	VALESATE COMBI SC	BAYER CROPSCIENCE S.R.L.	1999-10-11	2009-06-30	2009-01-01	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment	N	ETHOFUMESATE|LENACIL	Medium|Medium	ethofumesate	CHEBI:81990	26.4	lenacil	CHEBI:6407	10.6												
PESTON:0110178	pesticide product		10178	GRIP	ADAMA MAKHTESHIM LTD	1999-10-11	2006-12-23	2004-07-30	Revocato	revoked			EC	emulsifiable concentrate	W			PROPICONAZOLE	Good	propiconazole	CHEBI:8489	250.0 /l															
PESTON:0110179	herbicide product	DISERBANTE	10179	PRECLOR 65 WDG	COMERCIAL QUIMICA MASSO' S.A.	1999-10-11	2009-10-11	2009-01-01	Revocato	revoked			WG	water dispersible granules	W	irritant	Xi	CHLORIDAZON (AKA PYRAZONE)	Good	chloridazon	CHEBI:81838	65															
PESTON:0110180	pesticide product		10180	POLTIGLIA BORDOLESE ZAPI 20% BLU	ZAPI INDUSTRIE CHIMICHE S.P.A.	1999-10-11	2009-10-11	2004-07-30	Revocato	revoked			WP	wettable powder	W			COPPER SULFATE	Good	copper(II) sulfate	CHEBI:23414	20															
PESTON:0110181	fungicide product	FUNGICIDA	10181	GURU R42	CORTEVA AGRISCIENCE ITALIA S.R.L.	1999-10-11	2010-12-31	2009-09-01	Revocato	revoked			WP	wettable powder	W	harmful	Xn	CYMOXANIL|COPPER OXYCHLORIDE	Medium|Medium	copper atom	CHEBI:28694	4	cymoxanil	CHEBI:81788	38												
PESTON:0110182	pesticide product		10182	AQ 10	INTRACHEM BIO ITALIA S.P.A.	1999-10-21	2002-10-21		Scaduto	expired			WG	water dispersible granules	W			AMPELOMYCES QUISQUALIS STRAIN AQ10	Medium	A. baumannii strain 54149 exopolysaccharide	CHEBI:141599	58															
PESTON:0110183	herbicide product	DISERBANTE	10183	GARLON EV	CORTEVA AGRISCIENCE ITALIA S.R.L.	1999-10-25	2024-12-31		Ri-registrato	re-registered			EC	emulsifiable concentrate	W	dangerous for environment|irritant	N|Xi	TRICLOPYR|FLUROXYPYR	Good|Good	fluroxypyr	CHEBI:82017	8.3	myclobutanil	CHEBI:75281	2.8												
